radius_mean,perimeter_mean,"diagnosis(1=m, 0=b)",area_mean,radius_worst,perimeter_worst,area_worst,concavity_mean,concave points_mean,compactness_mean,concavity_worst,concave points_worst,compactness_worst
13.16,84.06,0,538.7,14.5,95.29,648.3,0.018,0.01256,0.05275,0.07698,0.04195,0.1646
14.87,96.12,0,680.9,16.01,103.9,783.6,0.06824,0.04951,0.08345,0.17,0.1017,0.1388
12.65,82.69,0,485.6,14.38,95.29,633.7,0.08017,0.05074,0.1334,0.3582,0.1407,0.3842
12.47,80.45,0,480.1,14.06,92.82,607.3,0.03609,0.02369,0.0763,0.2028,0.1053,0.2506
18.49,121.3,1,1068.0,22.75,146.4,1600.0,0.1491,0.09183,0.1317,0.3533,0.1663,0.3089
20.59,137.8,1,1320.0,23.86,163.2,1760.0,0.2188,0.1121,0.1644,0.5179,0.2113,0.3597
15.04,98.73,0,689.4,16.76,109.7,856.9,0.07721,0.06142,0.1364,0.1856,0.1018,0.2176
13.82,92.33,1,595.9,16.01,106.0,788.0,0.1357,0.06759,0.1681,0.3381,0.1521,0.3966
12.54,81.25,0,476.3,13.57,86.67,552.0,0.05928,0.03279,0.1085,0.1889,0.08411,0.1751
23.09,152.1,1,1682.0,30.79,211.5,2782.0,0.1676,0.1003,0.1275,0.3794,0.2264,0.3625
9.268,61.49,0,248.7,10.28,69.05,300.2,0.0973,0.05252,0.2239,0.2099,0.1025,0.3441
9.676,64.12,0,272.5,10.6,69.47,328.1,0.1188,0.07038,0.2204,0.2913,0.1075,0.3663
12.22,79.47,0,453.1,13.16,85.13,515.3,0.08175,0.02166,0.1152,0.3535,0.08088,0.2315
11.06,71.25,0,366.5,11.69,76.08,411.1,0.04063,0.04268,0.1071,0.1256,0.09514,0.2031
16.3,104.7,0,819.8,17.32,109.8,928.2,0.05526,0.04563,0.06712,0.1947,0.1357,0.1361
15.46,103.8,1,731.3,17.11,117.7,909.4,0.203,0.0852,0.187,0.5911,0.2163,0.4967
11.74,76.31,0,426.0,12.45,81.25,473.8,0.06726,0.02639,0.09661,0.269,0.1056,0.2793
14.81,94.66,0,680.7,15.61,101.7,760.2,0.03416,0.02541,0.05016,0.1101,0.07955,0.1011
13.4,88.64,1,556.7,16.41,113.3,844.4,0.1445,0.08172,0.1469,0.5106,0.2051,0.3856
14.58,94.29,0,658.8,16.76,108.5,862.0,0.08222,0.04349,0.08918,0.2492,0.09186,0.1928
15.05,97.26,1,701.9,17.58,113.8,967.0,0.07486,0.04335,0.08597,0.2866,0.112,0.2101
11.34,72.76,0,391.2,12.47,79.15,478.6,0.04302,0.02594,0.08499,0.1624,0.08542,0.1574
18.31,120.8,1,1052.0,21.86,142.2,1493.0,0.1569,0.09451,0.1248,0.3759,0.151,0.2536
19.89,130.5,1,1214.0,23.73,160.5,1646.0,0.1411,0.09431,0.131,0.4185,0.1613,0.3309
12.88,84.45,0,493.1,15.05,99.31,674.7,0.04825,0.05303,0.1661,0.1246,0.1096,0.2961
12.75,82.51,0,493.8,14.45,93.63,624.1,0.0388,0.02995,0.1117,0.1423,0.08045,0.1979
9.295,59.96,0,257.8,10.57,67.84,326.6,0.03332,0.02421,0.1225,0.09996,0.07262,0.2097
24.63,165.5,1,1841.0,29.92,205.7,2642.0,0.231,0.1471,0.2106,0.4658,0.2475,0.4188
11.26,71.3,0,388.1,11.93,76.38,435.9,0.005067,0.005664,0.04413,0.02533,0.02832,0.07723
13.71,88.73,0,571.0,15.11,99.43,701.9,0.05385,0.03783,0.107,0.1935,0.1284,0.2566
9.847,63.0,0,293.2,11.24,74.32,376.5,0.0233,0.02416,0.08419,0.08434,0.06528,0.2243
8.571,54.53,0,221.3,9.473,63.3,275.6,0.02565,0.0151,0.07632,0.1754,0.08512,0.2235
13.46,87.44,0,551.1,15.35,101.9,719.8,0.04201,0.03152,0.1138,0.2654,0.1427,0.3124
12.34,78.94,0,468.5,13.61,87.22,564.9,0.02958,0.02647,0.06307,0.1791,0.107,0.2074
13.94,90.31,0,594.2,14.62,94.52,653.3,0.101,0.06615,0.09755,0.1559,0.1015,0.1364
12.07,77.83,0,445.2,13.45,86.92,549.9,0.03781,0.02798,0.09009,0.1622,0.07393,0.1632
11.75,75.89,0,422.9,13.5,88.52,552.3,0.05282,0.0444,0.09713,0.1366,0.101,0.1854
11.67,75.21,0,416.2,13.35,87.0,550.6,0.042,0.02157,0.09453,0.2758,0.0812,0.2964
13.68,87.76,0,575.5,15.85,101.6,773.4,0.01752,0.0188,0.07255,0.1206,0.08704,0.1564
20.47,134.7,1,1299.0,23.23,152.0,1645.0,0.1523,0.1015,0.1313,0.3092,0.1613,0.2534
10.96,70.79,0,365.6,11.62,76.43,407.5,0.05263,0.02788,0.09752,0.2123,0.09861,0.251
20.55,137.8,1,1308.0,24.3,160.2,1809.0,0.2085,0.1322,0.1739,0.4433,0.2148,0.3135
14.27,93.77,1,629.8,15.29,104.3,728.3,0.1463,0.06139,0.1154,0.4234,0.1362,0.2733
11.69,76.37,0,406.4,12.98,86.12,487.7,0.04515,0.04531,0.1552,0.1395,0.1308,0.3251
7.729,47.98,0,178.8,9.077,57.17,248.0,0.0,0.0,0.04878,0.0,0.0,0.0834
7.691,48.34,0,170.4,8.678,54.49,223.6,0.09252,0.01364,0.1199,0.3393,0.05,0.3064
11.54,74.65,0,402.9,12.26,78.78,457.8,0.06737,0.02594,0.112,0.1797,0.06918,0.2118
14.47,95.81,0,656.4,16.22,113.5,808.9,0.1009,0.0389,0.123,0.404,0.1205,0.4202
14.74,94.7,0,668.6,16.51,107.4,826.4,0.04105,0.03027,0.07214,0.1611,0.1095,0.1376
13.21,84.88,0,538.4,14.37,92.48,629.6,0.02987,0.03275,0.06877,0.1062,0.07958,0.1381
13.87,89.77,0,584.8,15.05,99.17,688.6,0.03688,0.02369,0.1018,0.1377,0.06845,0.2037
13.62,87.19,0,573.2,15.35,97.58,729.8,0.02974,0.02443,0.06747,0.1049,0.07174,0.1517
10.32,65.31,0,324.9,11.25,71.12,384.9,0.01012,0.005495,0.04994,0.04384,0.02381,0.08842
10.26,65.85,0,320.8,10.83,71.08,357.4,0.04358,0.02438,0.08066,0.1783,0.08333,0.2246
9.683,61.05,0,285.7,10.93,69.1,364.2,0.02337,0.009615,0.0503,0.0935,0.03846,0.09546
10.82,68.89,0,361.6,13.03,83.9,505.6,0.01548,0.00816,0.06602,0.06194,0.03264,0.1633
10.86,68.51,0,360.5,11.66,74.08,412.3,0.0,0.0,0.04227,0.0,0.0,0.07348
11.13,71.49,0,378.4,12.02,77.8,436.6,0.04824,0.02257,0.08194,0.1564,0.06413,0.1782
12.77,81.35,0,507.9,13.87,88.1,594.7,0.01997,0.01499,0.04234,0.08653,0.06498,0.1064
9.333,59.01,0,264.0,9.845,62.86,295.8,0.03996,0.01282,0.05605,0.07993,0.02564,0.08298
12.88,82.5,0,514.3,13.89,88.84,595.7,0.06195,0.02343,0.05824,0.2439,0.06493,0.162
10.29,65.67,0,321.4,10.84,69.57,357.6,0.05999,0.02738,0.07658,0.2,0.09127,0.171
10.16,64.73,0,311.7,10.65,67.88,347.3,0.005025,0.01116,0.07504,0.01005,0.02232,0.12
9.423,59.26,0,271.3,10.49,66.5,330.6,0.0,0.0,0.04971,0.0,0.0,0.07158
14.59,96.39,0,657.1,15.48,105.9,733.5,0.1029,0.03736,0.133,0.3662,0.1105,0.3171
11.51,74.52,0,403.5,12.48,82.28,474.2,0.1112,0.04105,0.1021,0.363,0.09653,0.2517
14.05,91.38,0,600.4,15.3,100.2,706.7,0.04462,0.04304,0.1126,0.1326,0.1048,0.2264
11.2,70.67,0,386.0,11.92,75.19,439.6,0.0,0.0,0.03558,0.0,0.0,0.05494
15.22,103.4,1,716.9,17.52,128.7,915.0,0.255,0.09429,0.2087,1.17,0.2356,0.7917
20.92,143.0,1,1347.0,24.29,179.1,1819.0,0.3174,0.1474,0.2236,0.6599,0.2542,0.4186
21.56,142.0,1,1479.0,25.45,166.1,2027.0,0.2439,0.1389,0.1159,0.4107,0.2216,0.2113
20.13,131.2,1,1261.0,23.69,155.0,1731.0,0.144,0.09791,0.1034,0.3215,0.1628,0.1922
16.6,108.3,1,858.1,18.98,126.7,1124.0,0.09251,0.05302,0.1023,0.3403,0.1418,0.3094
20.6,140.1,1,1265.0,25.74,184.6,1821.0,0.3514,0.152,0.277,0.9387,0.265,0.8681
7.76,47.92,0,181.0,9.456,59.16,268.6,0.0,0.0,0.04362,0.0,0.0,0.06444
